"#","FORM #","INCIDENT TITLE","INCIDENT DATE","LOCATION","DESCRIPTION","CATEGORY","LATITUDE","LONGITUDE","Who-1","Url-1","Technology-1","Language-1","Site description-1","Country-1","Start Date-1","End Date-1","FIRST NAME","LAST NAME","EMAIL","APPROVED","VERIFIED"
"3614","1","https://ukweathersnapshot231213.crowdmap.com","2014-11-27 09:22:00","United Kingdom","https://ukweathersnapshot231213.crowdmap.com","uncategorised,Crowdmap,small","54","-2","","","","","","","","","","","","YES","NO"
"3615","1","http://marycarolynsigns.crowdmap.com","2014-11-27 09:22:00","United States","http://marycarolynsigns.crowdmap.com","uncategorised,Crowdmap,small","38","-97","","","","","","","","","","","","YES","NO"
"3616","1","https://besafe.crowdmap.com","2014-11-27 09:22:00","Australia","https://besafe.crowdmap.com","uncategorised,Crowdmap,small","14","-27","","","","","","","","","","","","YES","NO"
"3609","1","https://wcrd2014.crowdmap.com","2014-11-27 09:22:00","Chad","https://wcrd2014.crowdmap.com","uncategorised,Crowdmap,medium","15","19","","","","","","","","","","","","YES","NO"
"3610","1","http://jmh13.crowdmap.com","2014-11-27 09:22:00","United States","http://jmh13.crowdmap.com","uncategorised,Crowdmap,small","38","-97","","","","","","","","","","","","YES","NO"
"3611","1","https://olgamascolo.crowdmap.com","2014-11-27 09:22:00","United Kingdom","https://olgamascolo.crowdmap.com","uncategorised,Crowdmap,small","54","-2","","","","","","","","","","","","YES","NO"
"3612","1","https://mdgfive.crowdmap.com","2014-11-27 09:22:00","unknown","https://mdgfive.crowdmap.com","uncategorised,Crowdmap,small","0","0","","","","","","","","","","","","YES","NO"
"3605","1","https://anpasneve.crowdmap.com","2014-11-27 09:22:00","Italy","https://anpasneve.crowdmap.com","uncategorised,Crowdmap,medium","42.8333","12.8333","","","","","","","","","","","","YES","NO"
"3606","1","http://usgunincidents.crowdmap.com","2014-11-27 09:22:00","United States","http://usgunincidents.crowdmap.com","uncategorised,Crowdmap,small","38","-97","","","","","","","","","","","","YES","NO"
"3607","1","https://mappingsa.crowdmap.com","2014-11-27 09:22:00","Australia","https://mappingsa.crowdmap.com","uncategorised,Crowdmap,small","14","-27","","","","","","","","","","","","YES","NO"
"3608","1","https://nigerdelta2012flood.crowdmap.com","2014-11-27 09:22:00","Nigeria","https://nigerdelta2012flood.crowdmap.com","uncategorised,Crowdmap,small","10","8","","","","","","","","","","","","YES","NO"
"3601","1","https://frontrangeflood.crowdmap.com","2014-11-27 09:22:00","United States","https://frontrangeflood.crowdmap.com","uncategorised,Crowdmap,medium","38","-97","","","","","","","","","","","","YES","NO"
"3602","1","https://tubestrike.crowdmap.com","2014-11-27 09:22:00","United Kingdom","https://tubestrike.crowdmap.com","uncategorised,Crowdmap,small","54","-2","","","","","","","","","","","","YES","NO"
"3603","1","Metro Manila Public Transport Terminals and Hubs","2014-11-27 09:22:00","Philippines","https://mmterminals.crowdmap.com","Traffic,Crowdmap,medium","13","122","","https://mmterminals.crowdmap.com","Crowdmap","English","Minamapa ang mga terminal ng pampublikong sasakyan sa Kalakhang Maynila","Philippines","","","","","","YES","NO"
"3604","1","https://smcv.crowdmap.com","2014-11-27 09:22:00","Italy","https://smcv.crowdmap.com","uncategorised,Crowdmap,small","42.8333","12.8333","","","","","","","","","","","","YES","NO"
"3597","1","https://rangaranga.crowdmap.com","2014-11-27 09:22:00","Bolivia","https://rangaranga.crowdmap.com","uncategorised,Crowdmap,small","-17","-64","","","","","","","","","","","","YES","NO"
"3598","1","https://eatoutaddis.crowdmap.com","2014-11-27 09:22:00","Ethiopia","https://eatoutaddis.crowdmap.com","uncategorised,Crowdmap,small","8","38","","","","","","","","","","","","YES","NO"
"3599","1","https://hsi2011.crowdmap.com","2014-11-27 09:22:00","United States","https://hsi2011.crowdmap.com","uncategorised,Crowdmap,medium","38","-97","","","","","","","","","","","","YES","NO"
"3600","1","https://bicingbarcelona.crowdmap.com","2014-11-27 09:22:00","unknown","https://bicingbarcelona.crowdmap.com","uncategorised,Crowdmap,medium","0","0","","","","","","","","","","","","YES","NO"
"3593","1","https://salaty.crowdmap.com","2014-11-27 09:22:00","Italy","https://salaty.crowdmap.com","uncategorised,Crowdmap,small","42.8333","12.8333","","","","","","","","","","","","YES","NO"
"3594","1","http://www.gyerekkel.hu","2014-11-27 09:22:00","Hungary","http://www.gyerekkel.hu","uncategorised,Ushahidi,medium","47","20","","","","","","","","","","","","YES","NO"
"3595","1","http://www.mometavonem.tj/php/index.php","2014-11-27 09:22:00","Tajikistan","http://www.mometavonem.tj/php/index.php","uncategorised,Ushahidi,large","39","71","","","","","","","","","","","","YES","NO"
"3596","1","https://oscar.crowdmap.com","2014-11-27 09:22:00","Italy","https://oscar.crowdmap.com","uncategorised,Crowdmap,small","42.8333","12.8333","","","","","","","","","","","","YES","NO"
"3590","1","KenCall Maps","2014-11-27 09:22:00","Kenya","http://www.kencall.com/tklmaps","uncategorised,Ushahidi,large","1","38","","http://www.kencall.com/tklmaps","Ushahidi","English","","Kenya","","","","","","YES","NO"
"3591","1","http://bezdim.org/signali","2014-11-27 09:22:00","Bulgaria","http://bezdim.org/signali","uncategorised,Ushahidi,large","43","25","","","","","","","","","","","","YES","NO"
"3592","1","https://osimo.crowdmap.com","2014-11-27 09:22:00","Italy","https://osimo.crowdmap.com","uncategorised,Crowdmap,medium","42.8333","12.8333","","","","","","","","","","","","YES","NO"
"3586","1","https://foto8.crowdmap.com","2014-11-27 09:22:00","Slovenia","https://foto8.crowdmap.com","uncategorised,Crowdmap,small","0","0","","","","","","","","","","","","YES","NO"
"3587","1","https://burgermap.crowdmap.com","2014-11-27 09:22:00","unknown","https://burgermap.crowdmap.com","uncategorised,Crowdmap,medium","0","0","","","","","","","","","","","","YES","NO"
"3588","1","http://fp.ushahidi.com","2014-11-27 09:22:00","Paraguay","http://fp.ushahidi.com","uncategorised,Ushahidi,large","-22","-58","","","","","","","","","","","","YES","NO"
"3589","1","https://cbecesd113.crowdmap.com","2014-11-27 09:22:00","United States","https://cbecesd113.crowdmap.com","uncategorised,Crowdmap,small","38","-97","","","","","","","","","","","","YES","NO"
"3582","1","http://crowdsensing.crowdmap.com","2014-11-27 09:22:00","Israel","http://crowdsensing.crowdmap.com","uncategorised,Crowdmap,small","31.75","34.75","","","","","","","","","","","","YES","NO"
"3583","1","https://genovamappe.crowdmap.com","2014-11-27 09:22:00","Italy","https://genovamappe.crowdmap.com","uncategorised,Crowdmap,medium","42.8333","12.8333","","","","","","","","","","","","YES","NO"
"3584","1","http://dccrime.crowdmap.com","2014-11-27 09:22:00","United States","http://dccrime.crowdmap.com","uncategorised,Crowdmap,small","38","-97","","","","","","","","","","","","YES","NO"
"3585","1","https://sustainabilityefforts.crowdmap.com","2014-11-27 09:22:00","United States","https://sustainabilityefforts.crowdmap.com","uncategorised,Crowdmap,small","38","-97","","","","","","","","","","","","YES","NO"
"3578","1","https://northafricamonitor.crowdmap.com","2014-11-27 09:22:00","unknown","https://northafricamonitor.crowdmap.com","uncategorised,Crowdmap,medium","0","0","","","","","","","","","","","","YES","NO"
"3579","1","https://smsinaction.crowdmap.com","2014-11-27 09:22:00","Ethiopia","https://smsinaction.crowdmap.com","uncategorised,Crowdmap,medium","8","38","","","","","","","","","","","","YES","NO"
"3580","1","https://megamarchavsimposicion.crowdmap.com","2014-11-27 09:22:00","Mexico","https://megamarchavsimposicion.crowdmap.com","uncategorised,Crowdmap,small","23","-102","","","","","","","","","","","","YES","NO"
"3581","1","https://almuerzoenelpolo.crowdmap.com","2014-11-27 09:22:00","Argentina","https://almuerzoenelpolo.crowdmap.com","uncategorised,Crowdmap,small","-33","-64","","","","Unknown","","unknown","","","","","","YES","NO"
"3574","1","http://7arkashat.com/report","2014-11-27 09:22:00","Jordan","http://7arkashat.com/report","uncategorised,Ushahidi,small","31.5","36.5","","","","","","","","","","","","YES","NO"
"3575","1","https://resilientmiami.crowdmap.com","2014-11-27 09:22:00","unknown","https://resilientmiami.crowdmap.com","uncategorised,Crowdmap,small","0","0","","","","","","","","","","","","YES","NO"
"3576","1","https://diplomap.crowdmap.com","2014-11-27 09:22:00","unknown","https://diplomap.crowdmap.com","uncategorised,Crowdmap,medium","0","0","","","","","","","","","","","","YES","NO"
"3577","1","https://tunisie.crowdmap.com","2014-11-27 09:22:00","Tunisia","https://tunisie.crowdmap.com","uncategorised,Crowdmap,small","0","0","","","","","","","","","","","","YES","NO"
"3570","1","https://dc2011hk.crowdmap.com","2014-11-27 09:22:00","China","https://dc2011hk.crowdmap.com","uncategorised,Crowdmap,small","35","105","","","","","","","","","","","","YES","NO"
"3571","1","http://cityecology.crowdmap.com","2014-11-27 09:22:00","Canada","http://cityecology.crowdmap.com","uncategorised,Crowdmap,small","60","-95","","","","","","","","","","","","YES","NO"
"3572","1","https://meinrosenstein.crowdmap.com","2014-11-27 09:22:00","Germany","https://meinrosenstein.crowdmap.com","uncategorised,Crowdmap,small","51","9","","","","","","","","","","","","YES","NO"
"3573","1","https://brixton811.crowdmap.com","2014-11-27 09:22:00","United Kingdom","https://brixton811.crowdmap.com","uncategorised,Crowdmap,small","54","-2","","","","","","","","","","","","YES","NO"
"3567","1","https://augvote2010.crowdmap.com","2014-11-27 09:22:00","United States","https://augvote2010.crowdmap.com","uncategorised,Crowdmap,small","38","-97","","","","","","","","","","","","YES","NO"
"3568","1","https://procivarcimontignoso.crowdmap.com","2014-11-27 09:22:00","Libyan Arab Jamahiriya","https://procivarcimontignoso.crowdmap.com","uncategorised,Crowdmap,small","25","17","","","","","","","","","","","","YES","NO"
"3569","1","http://ange77.crowdmap.com","2014-11-27 09:22:00","United Kingdom","http://ange77.crowdmap.com","uncategorised,Crowdmap,small","54","-2","","","","","","","","","","","","YES","NO"
"3563","1","http://darovinarave.si","2014-11-27 09:22:00","Slovenia","http://darovinarave.si","uncategorised,Ushahidi,small","0","0","","","","","","","","","","","","YES","NO"
"3564","1","https://christchurchquake.crowdmap.com","2014-11-27 09:22:00","New Zealand","https://christchurchquake.crowdmap.com","uncategorised,Crowdmap,small","-41","174","","","","","","","","","","","","YES","NO"
"3565","1","http://papuaspot.crowdmap.com","2014-11-27 09:22:00","unknown","http://papuaspot.crowdmap.com","uncategorised,Crowdmap,medium","0","0","","","","","","","","","","","","YES","NO"
"3566","1","https://pgislc.crowdmap.com","2014-11-27 09:22:00","Slovakia","https://pgislc.crowdmap.com","uncategorised,Crowdmap,small","48.75","19","","","","","","","","","","","","YES","NO"
"3559","1","https://bangladeshunrest2014.crowdmap.com","2014-11-27 09:22:00","Bangladesh","https://bangladeshunrest2014.crowdmap.com","uncategorised,Crowdmap,small","20","24","","","","","","","","","","","","YES","NO"
"3560","1","https://vulturesresightings.crowdmap.com","2014-11-27 09:22:00","Namibia","https://vulturesresightings.crowdmap.com","uncategorised,Crowdmap,medium","-22","17","","","","","","","","","","","","YES","NO"
"3561","1","https://sardsos.crowdmap.com","2014-11-27 09:22:00","Italy","https://sardsos.crowdmap.com","uncategorised,Crowdmap,medium","42.8333","12.8333","","","","","","","","","","","","YES","NO"
"3562","1","https://jornalismomultimedia2012.crowdmap.com","2014-11-27 09:22:00","Portugal","https://jornalismomultimedia2012.crowdmap.com","uncategorised,Crowdmap,small","39.5","-8","","","","","","","","","","","","YES","NO"
"3555","1","https://oquetemprahoje.crowdmap.com","2014-11-27 09:22:00","Brazil","https://oquetemprahoje.crowdmap.com","uncategorised,Crowdmap,small","-10","-51","","","","","","","","","","","","YES","NO"
"3556","1","https://observatoriosaludpublica.crowdmap.com","2014-11-27 09:22:00","Colombia","https://observatoriosaludpublica.crowdmap.com","uncategorised,Crowdmap,medium","4","-72","","","","","","","","","","","","YES","NO"
"3557","1","http://violenciaobstetrica.org","2014-11-27 09:22:00","Brazil","http://violenciaobstetrica.org","uncategorised,Ushahidi,medium","-10","-51","","","","","","","","","","","","YES","NO"
"3558","1","https://unesco4esd.crowdmap.com","2014-11-27 09:22:00","Egypt","https://unesco4esd.crowdmap.com","uncategorised,Crowdmap,medium","27","30","","","","","","","","","","","","YES","NO"
"3552","1","https://2012testsce.crowdmap.com","2014-11-27 09:22:00","United States","https://2012testsce.crowdmap.com","uncategorised,Crowdmap,small","38","-97","","","","","","","","","","","","YES","NO"
"3553","1","https://foragingfayetteville.crowdmap.com","2014-11-27 09:22:00","United States","https://foragingfayetteville.crowdmap.com","uncategorised,Crowdmap,small","38","-97","","","","","","","","","","","","YES","NO"
"3554","1","https://belun.crowdmap.com","2014-11-27 09:22:00","Timor-Leste","https://belun.crowdmap.com","uncategorised,Crowdmap,large","0","0","","","","","","","","","","","","YES","NO"
"3548","1","https://labenergia.crowdmap.com","2014-11-27 09:22:00","Italy","https://labenergia.crowdmap.com","uncategorised,Crowdmap,small","42.8333","12.8333","","","","","","","","","","","","YES","NO"
"3549","1","http://endangeredmammals.crowdmap.com","2014-11-27 09:22:00","Ethiopia","http://endangeredmammals.crowdmap.com","uncategorised,Crowdmap,large","8","38","","","","","","","","","","","","YES","NO"
"3550","1","http://huelgageneral29s.crowdmap.com","2014-11-27 09:22:00","Spain","http://huelgageneral29s.crowdmap.com","uncategorised,Crowdmap,medium","40","-4","","","","","","","","","","","","YES","NO"
"3551","1","http://pq.arq.ufmg.br/incidentes","2014-11-27 09:22:00","Brazil","http://pq.arq.ufmg.br/incidentes","uncategorised,Ushahidi,small","-10","-51","","","","","","","","","","","","YES","NO"
"3544","1","https://dsds.crowdmap.com","2014-11-27 09:22:00","Cambodia","https://dsds.crowdmap.com","uncategorised,Crowdmap,small","13","105","","","","","","","","","","","","YES","NO"
"3545","1","http://cubademocracy.crowdmap.com","2014-11-27 09:22:00","Cuba","http://cubademocracy.crowdmap.com","uncategorised,Crowdmap,small","22","-79","","","","","","","","","","","","YES","NO"
"3546","1","http://globalinfo.opsteam.org","2014-11-27 09:22:00","Sudan","http://globalinfo.opsteam.org","uncategorised,Ushahidi,large","15","30","","","","","","","","","","","","YES","NO"
"3547","1","https://igarapedomeubairropvh.crowdmap.com","2014-11-27 09:22:00","Brazil","https://igarapedomeubairropvh.crowdmap.com","uncategorised,Crowdmap,small","-10","-51","","","","","","","","","","","","YES","NO"
"3540","1","http://culturaextensao.crowdmap.com","2014-11-27 09:22:00","Brazil","http://culturaextensao.crowdmap.com","uncategorised,Crowdmap,small","-10","-51","","","","","","","","","","","","YES","NO"
"3541","1","http://www.globalfloodsystem.com","2014-11-27 09:22:00","unknown","http://www.globalfloodsystem.com","uncategorised,Ushahidi,very large","0","0","","","","","","","","","","","","YES","NO"
"3542","1","http://leeyount.crowdmap.com","2014-11-27 09:22:00","unknown","http://leeyount.crowdmap.com","uncategorised,Crowdmap,medium","0","0","","","","","","","","","","","","YES","NO"
"3543","1","http://immigrantharassment.com","2014-11-27 09:22:00","United States","http://immigrantharassment.com","uncategorised,Ushahidi,small","38","-97","","","","","","","","","","","","YES","NO"
"3537","1","https://opensourceecology.crowdmap.com","2014-11-27 09:22:00","unknown","https://opensourceecology.crowdmap.com","uncategorised,Crowdmap,small","0","0","","","","","","","","","","","","YES","NO"
"3538","1","https://avoidingthearches.crowdmap.com","2014-11-27 09:22:00","Canada","https://avoidingthearches.crowdmap.com","uncategorised,Crowdmap,small","60","-95","","","","","","","","","","","","YES","NO"
"3539","1","http://santelmo.crowdmap.com","2014-11-27 09:22:00","Argentina","http://santelmo.crowdmap.com","uncategorised,Crowdmap,small","-33","-64","","","","Unknown","","unknown","","","","","","YES","NO"
"3533","1","http://fishmap.evansepa.com","2014-11-27 09:22:00","Canada","http://fishmap.evansepa.com","uncategorised,Ushahidi,small","60","-95","","","","","","","","","","","","YES","NO"
"3534","1","http://zanon.crowdmap.com","2014-11-27 09:22:00","United States","http://zanon.crowdmap.com","uncategorised,Crowdmap,small","38","-97","","","","","","","","","","","","YES","NO"
"3535","1","https://ebolatracker.crowdmap.com","2014-11-27 09:22:00","Uganda","https://ebolatracker.crowdmap.com","uncategorised,Crowdmap,small","1","32","","","","","","","","","","","","YES","NO"
"3536","1","http://nlstormwatch.crowdmap.com","2014-11-27 09:22:00","Canada","http://nlstormwatch.crowdmap.com","uncategorised,Crowdmap,medium","60","-95","","","","","","","","","","","","YES","NO"
"3529","1","http://geoleyenda.crowdmap.com","2014-11-27 09:22:00","Mexico","http://geoleyenda.crowdmap.com","uncategorised,Crowdmap,small","23","-102","","","","","","","","","","","","YES","NO"
"3530","1","https://haylingisland.crowdmap.com","2014-11-27 09:22:00","United Kingdom","https://haylingisland.crowdmap.com","uncategorised,Crowdmap,small","54","-2","","","","","","","","","","","","YES","NO"
"3531","1","https://emergenzaneveurbino.crowdmap.com","2014-11-27 09:22:00","Italy","https://emergenzaneveurbino.crowdmap.com","uncategorised,Crowdmap,small","42.8333","12.8333","","","","","","","","","","","","YES","NO"
"3532","1","https://malosaires.crowdmap.com","2014-11-27 09:22:00","Argentina","https://malosaires.crowdmap.com","uncategorised,Crowdmap,small","-33","-64","","","","Unknown","","unknown","","","","","","YES","NO"
"3525","1","https://verden.crowdmap.com","2014-11-27 09:22:00","unknown","https://verden.crowdmap.com","uncategorised,Crowdmap,very large","0","0","","","","","","","","","","","","YES","NO"
"3526","1","https://northcowichan.crowdmap.com","2014-11-27 09:22:00","Canada","https://northcowichan.crowdmap.com","uncategorised,Crowdmap,medium","60","-95","","","","","","","","","","","","YES","NO"
"3527","1","https://alandstidningen.crowdmap.com","2014-11-27 09:22:00","Aland Islands","https://alandstidningen.crowdmap.com","uncategorised,Crowdmap,medium","0","0","","","","","","","","","","","","YES","NO"
"3528","1","https://universidadedesaopaulo.crowdmap.com","2014-11-27 09:22:00","Brazil","https://universidadedesaopaulo.crowdmap.com","uncategorised,Crowdmap,small","-10","-51","","","","","","","","","","","","YES","NO"
"3521","1","https://saludglobal27f2010.crowdmap.com","2014-11-27 09:22:00","Chile","https://saludglobal27f2010.crowdmap.com","uncategorised,Crowdmap,small","-30","-71","","","","","","","","","","","","YES","NO"
"3522","1","http://devoncommunity.crowdmap.com","2014-11-27 09:22:00","France","http://devoncommunity.crowdmap.com","uncategorised,Crowdmap,small","47","3","","","","","","","","","","","","YES","NO"
"3523","1","http://worldreligion.crowdmap.com","2014-11-27 09:22:00","Chad","http://worldreligion.crowdmap.com","uncategorised,Crowdmap,medium","15","19","","","","","","","","","","","","YES","NO"
"3524","1","http://hidi.chakuriki.net","2014-11-27 09:22:00","Japan","http://hidi.chakuriki.net","uncategorised,Ushahidi,small","36","138","","","","","","","","","","","","YES","NO"
"3517","1","https://aslietuvai.crowdmap.com","2014-11-27 09:22:00","Italy","https://aslietuvai.crowdmap.com","uncategorised,Crowdmap,small","42.8333","12.8333","","","","","","","","","","","","YES","NO"
"3518","1","https://ctvsouthasia.crowdmap.com","2014-11-27 09:22:00","India","https://ctvsouthasia.crowdmap.com","uncategorised,Crowdmap,small","20","77","","","","","","","","","","","","YES","NO"
"3519","1","http://rapidesfdn.crowdmap.com","2014-11-27 09:22:00","United States","http://rapidesfdn.crowdmap.com","uncategorised,Crowdmap,small","38","-97","","","","","","","","","","","","YES","NO"
"3520","1","http://sahelfoodcrisis.crowdmap.com","2014-11-27 09:22:00","Mali","http://sahelfoodcrisis.crowdmap.com","uncategorised,Crowdmap,small","18","-3","","","","","","","","","","","","YES","NO"
"3513","1","https://universityspaces.crowdmap.com","2014-11-27 09:22:00","Canada","https://universityspaces.crowdmap.com","uncategorised,Crowdmap,medium","60","-95","","","","","","","","","","","","YES","NO"
"3514","1","http://esoe.crowdmap.com","2014-11-27 09:22:00","unknown","http://esoe.crowdmap.com","uncategorised,Crowdmap,small","0","0","","","","","","","","","","","","YES","NO"
"3515","1","http://dupka.eu","2014-11-27 09:22:00","Bulgaria","http://dupka.eu","uncategorised,Ushahidi,small","43","25","","","","","","","","","","","","YES","NO"
"3516","1","https://turathlibyaislam.crowdmap.com","2014-11-27 09:22:00","Libyan Arab Jamahiriya","https://turathlibyaislam.crowdmap.com","uncategorised,Crowdmap,small","25","17","","","","","","","","","","","","YES","NO"
"3510","1","http://mhtvisualarts.crowdmap.com","2014-11-27 09:22:00","United States","http://mhtvisualarts.crowdmap.com","uncategorised,Crowdmap,small","38","-97","","","","","","","","","","","","YES","NO"
"3511","1","http://events.makook.ca","2014-11-27 09:22:00","unknown","http://events.makook.ca","uncategorised,Ushahidi,small","0","0","","","","","","","","","","","","YES","NO"
"3512","1","DSWD Disaster Risk Reduction and Response","2014-11-27 09:22:00","Philippines","DSWD Disaster Risk Reduction and Response
Monitoring disaster response operations on affected areas...and you are a part of it.

https://pablo.crowdmap.com","Crisis,Crowdmap,medium","13","122","","https://pablo.crowdmap.com","Crowdmap","English","","Philippines","","","","","","YES","NO"
"3508","1","http://equestrian.crowdmap.com","2014-11-27 09:22:00","United States","http://equestrian.crowdmap.com","uncategorised,Crowdmap,small","38","-97","","","","","","","","","","","","YES","NO"
"3509","1","https://sevachildmember.crowdmap.com","2014-11-27 09:22:00","India","https://sevachildmember.crowdmap.com","uncategorised,Crowdmap,small","20","77","","","","","","","","","","","","YES","NO"
"3504","1","https://devorgzm.crowdmap.com","2014-11-27 09:22:00","Zambia","https://devorgzm.crowdmap.com","uncategorised,Crowdmap,small","-15","30","","","","","","","","","","","","YES","NO"
"3505","1","https://amigo.crowdmap.com","2014-11-27 09:22:00","Russian Federation","https://amigo.crowdmap.com","uncategorised,Crowdmap,medium","60","100","","","","","","","","","","","","YES","NO"
"3506","1","http://riots.crowdmap.com","2014-11-27 09:22:00","United Kingdom","http://riots.crowdmap.com","uncategorised,Crowdmap,small","54","-2","","","","","","","","","","","","YES","NO"
"3507","1","http://naijahidi.org","2014-11-27 09:22:00","Nigeria","http://naijahidi.org","uncategorised,Ushahidi,large","10","8","","","","","","","","","","","","YES","NO"
"3500","1","https://arte.crowdmap.com","2014-11-27 09:22:00","Spain","https://arte.crowdmap.com","uncategorised,Crowdmap,medium","40","-4","","","","","","","","","","","","YES","NO"
"3501","1","http://herbario.crowdmap.com","2014-11-27 09:22:00","Mexico","http://herbario.crowdmap.com","uncategorised,Crowdmap,small","23","-102","","","","","","","","","","","","YES","NO"
"3502","1","https://financialcrimeswalkingtour.crowdmap.com","2014-11-27 09:22:00","United States","https://financialcrimeswalkingtour.crowdmap.com","uncategorised,Crowdmap,small","38","-97","","","","","","","","","","","","YES","NO"
